candidate_id,mp_name,party,kind,symbol_or_code,security_name,owner,declared_value,current_value,return_pct
3847,CHHATRAPATI SHAHU SHAHAJI,INC,equity,SIEMENS,Siemens Limited,self,21501400,19590238,-8.9
3847,CHHATRAPATI SHAHU SHAHAJI,INC,equity,KANSAINER,Kansai Nerolac Paints Limited,self,15735000,13004674,-17.4
3847,CHHATRAPATI SHAHU SHAHAJI,INC,equity,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,self,10954000,12061092,10.1
3847,CHHATRAPATI SHAHU SHAHAJI,INC,equity,BHARTIARTL,Bharti Airtel Limited,self,7374600,10245318,38.9
3847,CHHATRAPATI SHAHU SHAHAJI,INC,equity,ITC,ITC Limited,self,12856500,10193780,-20.7
3847,CHHATRAPATI SHAHU SHAHAJI,INC,equity,BPCL,Bharat Petroleum Corporation Limited,self,9034500,9266664,2.6
3847,CHHATRAPATI SHAHU SHAHAJI,INC,equity,RAYMOND,Raymond Limited,self,10851000,8376972,-22.8
3847,CHHATRAPATI SHAHU SHAHAJI,INC,equity,INFY,Infosys Limited,self,5995200,5116214,-14.7
3847,CHHATRAPATI SHAHU SHAHAJI,INC,equity,EXIDEIND,Exide Industries Limited,self,7308000,4929706,-32.5
3847,CHHATRAPATI SHAHU SHAHAJI,INC,equity,TECHM,Tech Mahindra Limited,self,2500800,2859321,14.3
3847,CHHATRAPATI SHAHU SHAHAJI,INC,equity,TATACHEM,Tata Chemicals Limited,spouse,270750,190614,-29.6
3847,CHHATRAPATI SHAHU SHAHAJI,INC,equity,ITC,ITC Limited,spouse,214275,169896,-20.7
3847,CHHATRAPATI SHAHU SHAHAJI,INC,equity,IGL,Indraprastha Gas Limited,spouse,107738,74668,-30.7
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,UNITDSPR,United Spirits Limited,self,22588343,25237115,11.7
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,UNITDSPR,United Spirits Limited,self,20052620,22404046,11.7
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,VBL,Varun Beverages Limited,self,9507375,8776058,-7.7
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,self,5949059,6550315,10.1
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,RELIANCE,Reliance Industries Limited,self,6894976,6497633,-5.8
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,BRITANNIA,Britannia Industries Limited,self,4965200,5166058,4.0
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,fund,146771,HSBC Large & Mid Cap Fund - Regular Growth,self,4536546,5091781,12.2
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,fund,112090,Kotak Flexicap Fund - Growth,self,4659621,4873707,4.6
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,HDFCBANK,HDFC Bank Limited,self,3564636,3631703,1.9
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,fund,108378,Invesco India Financial Services Fund - Regular Plan - Growth,spouse,2765037,3330458,20.4
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,fund,106317,Invesco India Balanced Advantage Fund - Regular Plan - Growth,self,3064026,3166201,3.3
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,UBL,United Breweries Limited,self,4166626,2979810,-28.5
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,TVSMOTOR,TVS Motor Company Limited,self,1786232,2739372,53.4
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,fund,151110,HSBC Value Fund - Regular Growth,spouse,2384555,2572548,7.9
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,TATASTEEL,Tata Steel Limited,self,2047959,2557708,24.9
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,fund,140172,Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option,spouse,2051039,2276448,11.0
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,fund,149341,Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Growth,self,1719151,1840067,7.0
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,fund,150185,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,self,1678158,1713244,2.1
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,GODREJCP,Godrej Consumer Products Limited,self,1886550,1500617,-20.5
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,TIINDIA,Tube Investments of India Limited,self,1744325,1381764,-20.8
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,TECHM,Tech Mahindra Limited,self,1197419,1369084,14.3
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,COALINDIA,Coal India Limited,self,873400,929727,6.4
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,PARAGMILK,Parag Milk Foods Limited,self,729000,923778,26.7
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,POONAWALLA,Poonawalla Fincorp Limited,self,934000,841629,-9.9
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,GNA,GNA Axles Limited,self,851800,827861,-2.8
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,CHOLAHLDNG,Cholamandalam Financial Holdings Limited,self,525900,758052,44.1
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,CASTROLIND,Castrol India Limited,self,625200,673231,7.7
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,fund,147345,ICICI Prudential MNC Fund - Growth Option,self,532650,586074,10.0
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,GODREJAGRO,Godrej Agrovet Limited,self,513550,566117,10.2
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,SNOWMAN,Snowman Logistics Limited,self,915600,554051,-39.5
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,IDFCFIRSTB,IDFC First Bank Limited,self,567350,502173,-11.5
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,JIOFIN,Jio Financial Services Limited,self,731600,492642,-32.7
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,CGPOWER,CG Power and Industrial Solutions Limited,self,332437,463082,39.3
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,AMBUJACEM,Ambuja Cements Limited,self,605900,424638,-29.9
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,DEVYANI,Devyani International Limited,self,537600,409379,-23.9
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,RALLIS,Rallis India Limited,self,371925,370247,-0.5
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,NLCINDIA,NLC India Limited,self,222450,354861,59.5
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,RBLBANK,RBL Bank Limited,self,260150,348705,34.0
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,ASHOKLEY,Ashok Leyland Limited,self,169900,244477,43.9
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,RPSGVENT,RPSG VENTURES LIMITED,self,117918,167759,42.3
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,GMRP&UI,GMR Power and Urban Infra Limited,self,52250,87245,67.0
4316,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,equity,HINDUNILVR,Hindustan Unilever Limited,spouse,48246,46373,-3.9
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,APARINDS,Apar Industries Limited,self,14160000,23512571,66.0
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,HDFCBANK,HDFC Bank Limited,self,16095600,16398433,1.9
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,LT,Larsen & Toubro Limited,self,10500000,11645000,10.9
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,HERITGFOOD,Heritage Foods Limited,self,10540000,9414065,-10.7
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,TECHM,Tech Mahindra Limited,self,7140000,8163608,14.3
5716,RAMASAHAYAM RAGHURAM REDDY,INC,fund,105000,Sundaram Large and Midcap Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),self,8327992,7619203,-8.5
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,PFIZER,Pfizer Limited,self,6195000,6567603,6.0
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,RELIANCE,Reliance Industries Limited,self,6271020,5909634,-5.8
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,LUPIN,Lupin Limited,self,1540000,2217620,44.0
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,TAJGVK,Taj GVK Hotels & Resorts Limited,self,2376000,2130246,-10.3
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,BHARATFORG,Bharat Forge Limited,self,1190000,1468069,23.4
5716,RAMASAHAYAM RAGHURAM REDDY,INC,fund,135784,Mirae Asset ELSS Tax Saver Fund - Regular Plan - Growth,huf,1257367,1391709,10.7
5716,RAMASAHAYAM RAGHURAM REDDY,INC,fund,135784,Mirae Asset ELSS Tax Saver Fund - Regular Plan - Growth,self,1162098,1286261,10.7
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,APOLLOTYRE,Apollo Tyres Limited,self,940000,760532,-19.1
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,JIOFIN,Jio Financial Services Limited,self,789210,531435,-32.7
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,IFCI,IFCI Limited,self,410000,437142,6.6
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,BANKINDIA,Bank of India,self,270000,306510,13.5
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,SURYALAXMI,Suryalakshmi Cotton Mills Limited,self,350000,298089,-14.8
5716,RAMASAHAYAM RAGHURAM REDDY,INC,equity,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,self,6600,2509,-62.0
7093,PIYUSH GOYAL,BJP,equity,SBIN,State Bank of India,self,16175525,19280569,19.2
7093,PIYUSH GOYAL,BJP,equity,IDFCFIRSTB,IDFC First Bank Limited,self,15080000,13347606,-11.5
7093,PIYUSH GOYAL,BJP,equity,IDFCFIRSTB,IDFC First Bank Limited,self,11070000,9798276,-11.5
7093,PIYUSH GOYAL,BJP,equity,HDFCBANK,HDFC Bank Limited,self,7384290,7523223,1.9
7093,PIYUSH GOYAL,BJP,equity,BAJFINANCE,Bajaj Finance Limited,self,5173109,6982821,35.0
7093,PIYUSH GOYAL,BJP,equity,STARHEALTH,Star Health and Allied Insurance Company Limited,self,5140494,5100506,-0.8
7093,PIYUSH GOYAL,BJP,equity,TATACOMM,Tata Communications Limited,self,3660938,4104653,12.1
7093,PIYUSH GOYAL,BJP,fund,149795,TRUST MF OVERNIGHT FUND-REGULAR-GROWTH,self,2919536,3262780,11.8
7093,PIYUSH GOYAL,BJP,equity,ZENTEC,Zen Technologies Limited,self,1652832,2863958,73.3
7093,PIYUSH GOYAL,BJP,equity,JUBLFOOD,Jubilant Foodworks Limited,self,2996074,2640924,-11.9
7093,PIYUSH GOYAL,BJP,equity,NAUKRI,Info Edge (India) Limited,self,2494032,1986967,-20.3
7093,PIYUSH GOYAL,BJP,equity,INDIGO,InterGlobe Aviation Limited,self,1813360,1919103,5.8
7093,PIYUSH GOYAL,BJP,equity,PAYTM,One 97 Communications Limited,self,547201,1775786,224.5
7093,PIYUSH GOYAL,BJP,equity,ARVINDFASN,Arvind Fashions Limited,self,1692515,1685740,-0.4
7093,PIYUSH GOYAL,BJP,equity,TCS,Tata Consultancy Services Limited,self,2139718,1367736,-36.1
7093,PIYUSH GOYAL,BJP,equity,CONCORDBIO,Concord Biotech Limited,self,1370241,1148661,-16.2
7093,PIYUSH GOYAL,BJP,equity,SONACOMS,Sona BLW Precision Forgings Limited,self,1032805,999104,-3.3
7093,PIYUSH GOYAL,BJP,equity,BHARTIARTL,Bharti Airtel Limited,self,611456,849478,38.9
7093,PIYUSH GOYAL,BJP,equity,GOCOLORS,Go Fashion (India) Limited,self,1677638,513082,-69.4
7093,PIYUSH GOYAL,BJP,equity,TITAN,Titan Company Limited,self,357369,433515,21.3
7093,PIYUSH GOYAL,BJP,equity,MAPMYINDIA,C.E. Info Systems Limited,self,900264,404653,-55.1
7093,PIYUSH GOYAL,BJP,equity,REPRO,Repro India Limited,self,518966,257081,-50.5
7093,PIYUSH GOYAL,BJP,equity,SHOPERSTOP,Shoppers Stop Limited,self,482445,214532,-55.5
9505,RAVI SHANKAR PRASAD,BJP,fund,111987,ICICI Prudential Corporate Bond Fund - Growth,self,15616363,17766582,13.8
9505,RAVI SHANKAR PRASAD,BJP,fund,101762,HDFC Flexi Cap Fund - Growth Plan,self,6925333,7766542,12.1
9505,RAVI SHANKAR PRASAD,BJP,fund,113070,HDFC Corporate Bond Fund - Growth Option,self,6898285,7757987,12.5
9505,RAVI SHANKAR PRASAD,BJP,fund,104685,ICICI Prudential Balanced Advantage Fund - Growth,self,6436466,7357772,14.3
9505,RAVI SHANKAR PRASAD,BJP,fund,102414,SBI CONTRA FUND - REGULAR PLAN -GROWTH,self,6465135,6613591,2.3
9505,RAVI SHANKAR PRASAD,BJP,fund,111957,ICICI Prudential Focused Equity Fund - Growth,self,5498798,6246618,13.6
9505,RAVI SHANKAR PRASAD,BJP,fund,102053,SBI MEDIUM DURATION FUND - REGULAR PLAN - GROWTH,self,4601838,5225087,13.5
9505,RAVI SHANKAR PRASAD,BJP,fund,106441,Kotak Global Emerging Market Overseas Equity Omni FOF- Growth,self,2626087,4780389,82.0
9505,RAVI SHANKAR PRASAD,BJP,fund,102756,SBI FOCUSED FUND - REGULAR PLAN -GROWTH,self,3772123,4582841,21.5
9505,RAVI SHANKAR PRASAD,BJP,fund,103166,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,self,3126389,3616592,15.7
9505,RAVI SHANKAR PRASAD,BJP,fund,108273,Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Growth,self,2951366,3326269,12.7
9505,RAVI SHANKAR PRASAD,BJP,fund,149472,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Growth,spouse,2795000,3200060,14.5
9505,RAVI SHANKAR PRASAD,BJP,fund,149472,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Growth,self,2743724,3141353,14.5
9505,RAVI SHANKAR PRASAD,BJP,fund,105804,Aditya Birla Sun Life Small Cap Fund - GROWTH,self,1527854,1721089,12.6
9505,RAVI SHANKAR PRASAD,BJP,fund,130502,HDFC Small Cap Fund - Growth Option,self,1042646,1112182,6.7
7651,RAHUL GANDHI,INC,fund,130502,HDFC Small Cap Fund - Growth Option,self,12385545,13211565,6.7
7651,RAHUL GANDHI,INC,fund,147345,ICICI Prudential MNC Fund - Growth Option,self,10219702,11244732,10.0
7651,RAHUL GANDHI,INC,fund,102147,HDFC Hybrid Debt Fund - Growth Plan,self,7901329,8457594,7.0
7651,RAHUL GANDHI,INC,equity,BAJFINANCE,Bajaj Finance Limited,self,3589407,4845091,35.0
7651,RAHUL GANDHI,INC,equity,NESTLEIND,Nestle India Limited,self,3567001,4226739,18.5
7651,RAHUL GANDHI,INC,equity,PIDILITIND,Pidilite Industries Limited,self,4227432,4129701,-2.3
7651,RAHUL GANDHI,INC,equity,TITAN,Titan Company Limited,self,3258980,3953387,21.3
7651,RAHUL GANDHI,INC,equity,ASIANPAINT,Asian Paints Limited,self,3529954,3289950,-6.8
7651,RAHUL GANDHI,INC,equity,DIVISLAB,Divi's Laboratories Limited,self,1976222,3147024,59.2
7651,RAHUL GANDHI,INC,equity,ICICIBANK,ICICI Bank Limited,self,2483725,2844430,14.5
7651,RAHUL GANDHI,INC,equity,ITI,ITI Limited,self,2114100,2032221,-3.9
7651,RAHUL GANDHI,INC,fund,130502,HDFC Small Cap Fund - Growth Option,self,1789032,1908347,6.7
7651,RAHUL GANDHI,INC,equity,SUPRAJIT,Suprajit Engineering Limited,self,1665439,1802809,8.2
7651,RAHUL GANDHI,INC,equity,GARFIBRES,Garware Technical Fibres Limited,self,1643075,1486813,-9.5
7651,RAHUL GANDHI,INC,equity,LALPATHLAB,Dr. Lal Path Labs Ltd.,self,1043429,1323540,26.8
7651,RAHUL GANDHI,INC,equity,MOLDTKPAC,Mold-Tek Packaging Limited,self,1495510,1304646,-12.8
7651,RAHUL GANDHI,INC,equity,INFY,Infosys Limited,self,1421580,1213155,-14.7
7651,RAHUL GANDHI,INC,equity,ITC,ITC Limited,self,1296276,1027803,-20.7
7651,RAHUL GANDHI,INC,equity,TIINDIA,Tube Investments of India Limited,self,1210621,958991,-20.8
7651,RAHUL GANDHI,INC,equity,DEEPAKNTR,Deepak Nitrite Limited,self,1192033,916117,-23.1
7651,RAHUL GANDHI,INC,equity,FINEORG,Fine Organic Industries Limited,self,856301,896380,4.7
7651,RAHUL GANDHI,INC,equity,GMMPFAUDLR,GMM Pfaudler Limited,self,1400073,889683,-36.5
7651,RAHUL GANDHI,INC,equity,ALKYLAMINE,Alkyl Amines Chemicals Limited,self,739211,660437,-10.7
7651,RAHUL GANDHI,INC,equity,TCS,Tata Consultancy Services Limited,self,987305,631098,-36.1
7651,RAHUL GANDHI,INC,equity,NAUKRI,Info Edge (India) Limited,self,445502,354926,-20.3
7651,RAHUL GANDHI,INC,equity,VERTOZ,Vertoz Limited,self,189085,23981,-87.3
7209,RACHNA BANERJEE,AITC,fund,120577,SBI TECHNOLOGY OPPORTUNITIES FUND - REGULAR PLAN - GROWTH,self,5339113,5744454,7.6
7209,RACHNA BANERJEE,AITC,fund,100356,ICICI Prudential Equity & Debt Fund - Growth,self,3223426,3630211,12.6
7209,RACHNA BANERJEE,AITC,fund,150260,Baroda BNP Paribas Aggressive Hybrid Fund- DIRECT PLAN - GROWTH OPTION,self,3012360,3290330,9.2
7209,RACHNA BANERJEE,AITC,fund,108273,Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Growth,self,2084489,2349275,12.7
7209,RACHNA BANERJEE,AITC,fund,142035,Union Balanced Advantage Fund - Regular Plan - Growth Option,self,2187318,2273343,3.9
7209,RACHNA BANERJEE,AITC,fund,102948,HDFC Hybrid Equity Fund - Growth Plan,self,2262769,2265030,0.1
7209,RACHNA BANERJEE,AITC,fund,136090,HDFC Retirement Savings Fund - Equity Plan - Growth Option,self,2219938,2243788,1.1
7209,RACHNA BANERJEE,AITC,equity,ABSLAMC,Aditya Birla Sun Life AMC Limited,self,921475,1839807,99.7
7209,RACHNA BANERJEE,AITC,fund,149599,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)-Growth,self,1650065,1735050,5.2
7209,RACHNA BANERJEE,AITC,fund,148610,HDFC Dividend Yield Fund - Growth Plan,self,1611413,1634652,1.4
7209,RACHNA BANERJEE,AITC,equity,PFC,Power Finance Corporation Limited,self,1800000,1620054,-10.0
7209,RACHNA BANERJEE,AITC,equity,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,self,1734637,1546969,-10.8
7209,RACHNA BANERJEE,AITC,fund,102760,HDFC Focused Fund - GROWTH PLAN,self,1343208,1482960,10.4
7209,RACHNA BANERJEE,AITC,fund,102885,SBI EQUITY HYBRID FUND - REGULAR PLAN -Growth,self,1246554,1443483,15.8
7209,RACHNA BANERJEE,AITC,equity,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,self,1396195,1245142,-10.8
7209,RACHNA BANERJEE,AITC,fund,128053,HDFC Credit Risk Debt Fund - Growth Option,self,1085852,1244564,14.6
7209,RACHNA BANERJEE,AITC,fund,102885,SBI EQUITY HYBRID FUND - REGULAR PLAN -Growth,self,1068689,1237519,15.8
7209,RACHNA BANERJEE,AITC,equity,ABSLAMC,Aditya Birla Sun Life AMC Limited,self,617543,1232980,99.7
7209,RACHNA BANERJEE,AITC,fund,134815,Mirae Asset Aggressive Hybrid Fund - Regular Plan - Growth,self,1086157,1204560,10.9
7209,RACHNA BANERJEE,AITC,fund,114564,Axis Midcap Fund - Regular Plan - Growth,self,1049682,1187957,13.2
7209,RACHNA BANERJEE,AITC,fund,149366,HDFC Multi Cap Fund - Growth Option,self,1132306,1167885,3.1
7209,RACHNA BANERJEE,AITC,fund,106441,Kotak Global Emerging Market Overseas Equity Omni FOF- Growth,self,627424,1142129,82.0
7209,RACHNA BANERJEE,AITC,fund,101525,HDFC Nifty 50 Index Fund - Growth Plan,self,979462,1011634,3.3
7209,RACHNA BANERJEE,AITC,equity,NTPC,NTPC Limited,self,900000,1005059,11.7
7209,RACHNA BANERJEE,AITC,fund,151729,HDFC BSE 500 Index Fund - Regular Plan - Growth Option,self,946016,973349,2.9
7209,RACHNA BANERJEE,AITC,fund,122640,Parag Parikh Flexi Cap Fund - Regular Plan - Growth,self,855472,961827,12.4
7209,RACHNA BANERJEE,AITC,equity,IRFC,Indian Railway Finance Corporation Limited,self,1500000,846368,-43.6
7209,RACHNA BANERJEE,AITC,fund,100349,ICICI Prudential Large & Mid Cap Fund - Growth,self,719657,805313,11.9
7209,RACHNA BANERJEE,AITC,fund,141927,Axis Flexi Cap Fund - Regular Plan - Growth,self,705470,756173,7.2
7209,RACHNA BANERJEE,AITC,fund,151034,HSBC Midcap Fund - Regular Growth,self,588736,725317,23.2
7209,RACHNA BANERJEE,AITC,fund,100078,DSP Bond Fund - Growth,self,638307,720833,12.9
7209,RACHNA BANERJEE,AITC,equity,EDELWEISS,Edelweiss Financial Services Limited,self,480000,701341,46.1
7209,RACHNA BANERJEE,AITC,fund,100669,UTI - Flexi Cap Fund-Growth Option,self,645844,682986,5.8
7209,RACHNA BANERJEE,AITC,fund,106441,Kotak Global Emerging Market Overseas Equity Omni FOF- Growth,self,369761,673093,82.0
7209,RACHNA BANERJEE,AITC,fund,100684,UTI Aggressive Hybrid Fund - Regular Plan - Growth,self,571199,619940,8.5
7209,RACHNA BANERJEE,AITC,fund,103145,SBI COMMA Fund - REGULAR PLAN - Growth,self,530525,617588,16.4
7209,RACHNA BANERJEE,AITC,fund,102875,Kotak-Small Cap Fund - Growth,self,593780,616681,3.9
7209,RACHNA BANERJEE,AITC,fund,101762,HDFC Flexi Cap Fund - Growth Plan,self,539606,605151,12.1
7209,RACHNA BANERJEE,AITC,fund,100363,ICICI Prudential Technology Fund - Growth,self,581403,590390,1.5
7209,RACHNA BANERJEE,AITC,equity,NHPC,NHPC Limited,self,700000,576534,-17.6
7209,RACHNA BANERJEE,AITC,fund,140172,Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option,self,471681,523519,11.0
7209,RACHNA BANERJEE,AITC,fund,105000,Sundaram Large and Midcap Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),self,569986,521475,-8.5
7209,RACHNA BANERJEE,AITC,fund,102948,HDFC Hybrid Equity Fund - Growth Plan,self,505658,506163,0.1
7209,RACHNA BANERJEE,AITC,fund,133858,SBI BANKING & FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH,self,428880,504064,17.5
7209,RACHNA BANERJEE,AITC,fund,114931,Mirae Asset Great Consumer Fund - Regular Plan - Growth option,self,454884,473964,4.2
7209,RACHNA BANERJEE,AITC,equity,EDELWEISS,Edelweiss Financial Services Limited,self,301443,440446,46.1
7209,RACHNA BANERJEE,AITC,fund,151124,HSBC Aggressive Hybrid Fund - Regular Annual IDCW,self,440199,395563,-10.1
7209,RACHNA BANERJEE,AITC,equity,IIFL,IIFL Finance Limited,self,283860,333352,17.4
7209,RACHNA BANERJEE,AITC,fund,100664,UTI Large & Mid Cap Fund - Regular Plan - Growth Option,self,288767,326566,13.1
7209,RACHNA BANERJEE,AITC,fund,102020,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,self,304117,325139,6.9
7209,RACHNA BANERJEE,AITC,fund,130496,HDFC Large and Mid Cap Fund - Growth Option,self,293646,309688,5.5
7209,RACHNA BANERJEE,AITC,fund,103819,DSP Large & Mid Cap Fund - Regular Plan - Growth,self,274362,292850,6.7
7209,RACHNA BANERJEE,AITC,fund,130496,HDFC Large and Mid Cap Fund - Growth Option,self,272061,286924,5.5
7209,RACHNA BANERJEE,AITC,fund,135796,TATA Digital India Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option,self,303996,279541,-8.0
7209,RACHNA BANERJEE,AITC,fund,133866,NIPPON INDIA ELSS TAX SAVER FUND - ANNUAL IDCW Option,self,289761,267428,-7.7
7209,RACHNA BANERJEE,AITC,fund,114931,Mirae Asset Great Consumer Fund - Regular Plan - Growth option,spouse,254977,265672,4.2
7209,RACHNA BANERJEE,AITC,fund,125494,SBI Small Cap Fund - Regular Plan - Growth,spouse,260693,263483,1.1
7209,RACHNA BANERJEE,AITC,fund,125350,Axis Small Cap Fund - Regular Plan - Growth,spouse,210345,238875,13.6
7209,RACHNA BANERJEE,AITC,fund,152106,Motilal Oswal Nifty 500 ETF,spouse,194904,205458,5.4
7209,RACHNA BANERJEE,AITC,equity,TATAPOWER,Tata Power Company Limited,self,192500,181818,-5.5
7209,RACHNA BANERJEE,AITC,fund,135790,TATA Banking & Financial Services Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option,self,157535,175630,11.5
7209,RACHNA BANERJEE,AITC,equity,RELIANCE,Reliance Industries Limited,self,85632,80697,-5.8
7209,RACHNA BANERJEE,AITC,fund,131578,360 ONE Focused Fund -Regular Plan - Growth,spouse,44667,45069,0.9
7209,RACHNA BANERJEE,AITC,equity,HDFCBANK,HDFC Bank Limited,self,31911,32511,1.9
7209,RACHNA BANERJEE,AITC,equity,IRB,IRB Infrastructure Developers Limited,self,39200,24446,-37.6
7209,RACHNA BANERJEE,AITC,equity,WABAG,VA Tech Wabag Limited,self,14213,20828,46.5
7209,RACHNA BANERJEE,AITC,equity,NTPC,NTPC Limited,self,16100,17979,11.7
7209,RACHNA BANERJEE,AITC,equity,JKTYRE,JK Tyre & Industries Limited,self,19887,17808,-10.5
7209,RACHNA BANERJEE,AITC,equity,AMBER,Amber Enterprises India Limited,self,7120,14624,105.4
7209,RACHNA BANERJEE,AITC,equity,STARCEMENT,Star Cement Limited,self,12818,12850,0.2
7209,RACHNA BANERJEE,AITC,equity,COROMANDEL,Coromandel International Limited,self,8712,12456,43.0
7209,RACHNA BANERJEE,AITC,equity,NESCO,Nesco Limited,self,7941,11474,44.5
7209,RACHNA BANERJEE,AITC,equity,JSWSTEEL,JSW Steel Limited,self,7832,11250,43.6
7209,RACHNA BANERJEE,AITC,equity,TATASTEEL,Tata Steel Limited,self,8553,10682,24.9
7209,RACHNA BANERJEE,AITC,equity,ERIS,Eris Lifesciences Limited,self,6870,10316,50.2
7209,RACHNA BANERJEE,AITC,equity,ITC,ITC Limited,self,12690,10062,-20.7
7209,RACHNA BANERJEE,AITC,fund,103085,Nippon India Value Fund- Growth Plan,spouse,9435,9883,4.8
7209,RACHNA BANERJEE,AITC,equity,JINDALSTEL,JINDAL STEEL LIMITED,self,8548,9866,15.4
7209,RACHNA BANERJEE,AITC,fund,106231,SBI SHORT TERM DEBT FUND - REGULAR PLAN -GROWTH,spouse,8524,9655,13.3
